"title","count(title)"
"ENCELADVS/N",14
"DOLOSVS",14
"IOVIS/N",14
"DETVRBO/2",14
"BRITANNVS/N",14
"SPARTA/N",14
"PLVO",14
"IGNORANTIA",14
"SPONSVS/1",14
"DISCINDO",14
"EXPOSTVLO",14
"DENVO/2",14
"VENEO",14
"CALLIODORVS/N",14
"PORCELLVS",14
"VORAGO",14
"PICEVS",14
"POSSIDO",14
"SIREN/N",14
"DAMNOSVS",14
"HAEDVVS/A",14
"GRABATVLVS",14
"GALATEA/N",14
"MERCENARIVS/2",14
"SATIETAS",14
"SATVS",14
"INSCENDO",14
"GIGAS",14
"TVSSIS",14
"MEDIETAS",14
"BIPENNIS/2",14
"PERIVRVS",14
"PATIENTER",14
"TACITVRNITAS",14
"BYRRENA/N",14
"CONSONVS",14
"LVCTERIVS/N",14
"REGVLA",14
"LVDICRVM",14
"OLIVVM",14
"QVOTIENSCVMQVE",14
"TESSERA",14
"APVLIA/N",14
"RAEDA",14
"EXEMPLAR",14
"RAPTO",14
"FESTIVVS",14
"DRVIDES",14
"INSCRIPTIO",14
"CINNAMVM",14
"ADVLATIO",14
"ABIES",14
"PRAETERITVS",14
"MISSILIS",14
"ABSTRVDO",14
"EXONERO",14
"PROAVVS",14
"ACTVM",14
"MVLA",14
"DEPINGO",14
"PIRVM",14
"BOREAS/N",14
"BOSPHORVS/N",14
"DELIBO",14
"PRAEFIGO",14
"INCVRIA",14
"POLYDECTES/N",14
"HAVSTVS",14
"AVRELIVS/N",14
"SARDINIA/N",14
"SATANAS/N",14
"TRINVS",14
"PECTEN",14
"MANVBIAE",14
"MILIARIVM",14
"GERMANICVS/N",14
"PALMVLA",14
"LVTEVS/2",14
"PERCIO",14
"MYRMEX/N",14
"ATROCITAS",14
"MACEDONIA/N",14
"BIIVGVS",14
"LATONIVS/A",13
"ANNONA",13
"OFFENSIO",13
"LEAENA",13
"TEMERO",13
"CONTRARIVM",13
"OPEROSVS",13
"FELLO",13
"RESCISCO",13
"OBSERO/3",13
"RESTRINGO",13
"EXHORTOR",13
"EXILIS",13
"ORONTES/N",13
"ARETHVSA/N",13
"AROMA",13
"ADAEQVO",13
"ADIVRO",13
"COSMVS/N",13
"PROMISCVVS",13
"INTEMPERANS",13
"ABHINC",13
"MISERANDVS",13
"PROXIMO",13
"CLAVDVS",13
"ELYSIVM/N",13
"INGEMISCO",13
"PRO/2",13
"INNASCOR",13
"VICARIVS/2",13
"SERGESTVS/N",13
"PLECTO/1",13
"DEFORMITAS",13
"SPECVLATOR",13
"FLORA/N",13
"PLVSCVLVS",13
"CAECVBVM",13
"DELPHICVS/N",13
"CAVDEX",13
"CALABER/A",13
"EXSVLO",13
"LIQVESCO",13
"PRIMORDIVM",13
"PHILOSOPHVS/1",13
"VENERIVS",13
"PHRIXVS/N",13
"PORRVM",13
"VERMIS",13
"SIRIVS/N",13
"IMPRVDENTIA",13
"HOSPITA",13
"PILEVS",13
"SCABIES",13
"TIBICEN",13
"ARROGANTIA",13
"SCAEVINVS/N",13
"SCENICVS/2",13
"SCIPIADES/N",13
"SCRIPTVM",13
"BELLATRIX",13
"PARATVS/1",13
"TRANSCENDO",13
"FVCO",13
"PERFVGA",13
"SALVM",13
"PASSIO",13
"AVFVGIO",13
"FORMOSITAS",13
"TADIVS/N",13
"LARVA",13
"RECVRSVS",13
"TANTOPERE",13
"ALBEO",13
"SVBVRA/N",13
"SVCCIDO/2",13
"CONSTERNO/2",13
"OFFVLA",13
"ANTENNA",13
"TEMPE/N",13
"ANTIQVITVS",13
"QVIRIS/N",13
"TERENTIVS/N",13
"ALTERNO",13
"LACON/N",13
"LIGVRES/N",13
"AMOENITAS",13
"CHIONE/N",13
"CHIMAERA/N",13
"EQVINVS",13
"MVNERO",13
"DVRITIES",13
"CINCTVS",13
"EDITVS/2",13
"ABVNDE",13
"ABYSSVS",13
"NAEVOLVS/N",13
"INFORTVNIVM",13
"INDEFINITVS",13
"INVSITATVS",13
"PVLLO/N",13
"ACTAEON/N",13
"HYDRVS",13
"IMPRECOR",13
"INCVS",13
"SONOR",13
"PLACET",13
"SORDEO",13
"INCOMPTVS",13
"DEGENER",13
"STADIVM",13
"ADIVTORIVM",13
"STATVRA",13
"POMPEIVS/A",13
"CALLIDITAS",13
"CALLIOPE/N",13
"PIGRITIA",13
"SISYPHVS/N",13
"AVSONIA/N",13
"TRIGEMINVS",13
"AVENTINVS/N",13
"HAVDQVAQVAM",13
"SCAPVLA",13
"PENNATVS",13
"MARSVS/N",13
"SCRINIVM",13
"ATAVVS",13
"VBII/N",13
"PARTHENIVS/N",13
"VNCTVS/2",13
"GYAS/N",13
"GYRVS",13
"AVLAEVM",13
"SVBIVNGO",13
"FLAGITIOSVS",13
"FLAVVS/N",13
"CIBARIVS",13
"QVATERNI",13
"CONTERMINVS/2",13
"ALLECTO/N",13
"FASCIA",13
"LIBERTINVS/2",13
"RESECO",13
"AQVITANIA/N",13
"RESVMO",13
"OBTEGO",13
"APPRIMVS",13
"CICADA",13
"ADOLEO",13
"COMMENDATIO",13
"ABSENTIA",13
"MISSIO",13
"INTOLERABILIS",13
"PRIMORIS",13
"AESTIMATIO",13
"NEPTVNIVS/A",13
"SVBIECTIVVS",13
"BRVMALIS",13
"SOLITARIVS",13
"VICINA",13
"DIRVMPO",13
"ERIDANVS/N",13
"VEIENTES/N",13
"FALSO/2",13
"VENERATIO",13
"IMPERATVM",13
"CENVLA",13
"DESTRVO",13
"MAGO/N",13
"TRIENS",13
"PERQVAM",13
"SATVRNINVS/N",13
"ROMVLEVS/A",13
"TIGNVM",13
"MERENDA",13
"TIRESIAS/N",13
"SCOTI/N",13
"PERA",13
"BENEVOLVS",13
"NAVITER",13
"LYNX",13
"GRATIOSVS",13
"PASSVS/2",13
"PERMANO",13
"SAMIVS/A",13
"CRISTATVS",13
"ALBVM",13
"REFOVEO",13
"FABVLOSVS",13
"TEMPERANTIA",13
"QVINCTIVS/N",13
"NVMIDIA/N",13
"REMISSIO",13
"ALLIVM",13
"CVRATIO",13
"TERRITO",13
"LAENA",13
"CYMBALVM",13
"SVRA",13
"AMEN",13
"LAOMEDON/N",13
"IRREPO",13
"AFFLICTO",13
"PYTHON/N",13
"MVNIMENTVM",13
"MVSICVS/2",13
"MVTATIO",13
"ETET",13
"EFFERO/1",13
"EVINCIO",13
"ABSTINENTIA",13
"EXAEQVO",13
"INTESTINVS",13
"NECESSARIVS/1",13
"AEQVVM",13
"CLODIA/N",13
"INVIOLATVS",13
"VVLTVR",13
"AFRICVS/N",13
"AMPHION/N",13
"INCORRVPTVS",13
"SPECVLA/1",13
"ILIONEVS/N",13
"SETINVS/A",13
"VECTIGALIS",13
"SPVMEVS",13
"VOCALIS/2",13
"IMMVTABILIS/1",13
"VENTITO",13
"COMMVNIO/2",13
"VRBANITAS",13
"MAGNVS/N",13
"PERPERAM",13
"THORAX",13
"PRAESTINO",13
"AVARICVM/N",13
"TRIVMPHALIS/2",13
"AVITVS/N",13
"PERTVNDO",13
"BALSAMVM",13
"GERGOVIA/N",13
"SCROBIS",13
"LYCIVS/A",13
"SAEPES",13
"PARNASVS/N",13
"FVCVS/1",13
"MACER/N",13
"FVMOSVS",13
"TREDECIM",13
"FVRIO/2",13
"SANIES",13
"PATROCINIVM",13
"COLLAVDO",12
"TANTVLVS",12
"TARCHON/N",12
"CRISPINVS/N",12
"EXTRARIVS",12
"OFFICINA",12
"SVDARIVM",12
"CONSVLTO/1",12
"ALIENO",12
"ONERARIVS",12
"TERMINO",12
"APPENNINVS/N",12
"OBESVS",12
"SVSPICIOSVS",12
"TEXTVS",12
"RETVNDO",12
"EPICVRVS/N",12
"DRAPPES/N",12
"INOPINATVS",12
"PROMEREO",12
"IVTVRNA/N",12
"ECHINVS",12
"NAIS/N",12
"PROPVLSO",12
"IVNIOR",12
"EDVLIS",12
"LABEFACTO",12
"PROSTITVO",12
"AEMVLATIO",12
"ELECTRVM",12
"INDEMONSTRABILIS",12
"PVPVLA",12
"BOII/N",12
"CELLVLA",12
"VSPIAM",12
"PRAECAVEO",12
"CARBO",12
"ANDROMEDA/N",12
"VILLVLA",12
"PESTILENS",12
"CASTITAS",12
"PETVLANTIA",12
"SEXTIVS/N",12
"VECTO",12
"DISCOLOR",12
"DISPENSO",12
"CEDRVS",12
"HISPIDVS",12
"CILIX/N",12
"CENSORIVS/2",12
"PAPA",12
"VERNO/1",12
"HORTVLVS",12
"SOCCVS",12
"SENATORIVS",12
"HALITVS",12
"SARPEDON/N",12
"MERETRICIVS",12
"MANIVS/N",12
"PAMPINVS",12
"LVSITANIA/N",12
"TYNDAREVS/N",12
"TYPHOEVS/N",12
"PERCOLO/2",12
"GREGORY/N1",12
"FVRIBVNDVS",12
"BITHYNIA/N",12
"SEMPRONIVS/N",12
"LOCVLVS",12
"FOMENTVM",12
"OFFENSA",12
"CONSVLTO/2",12
"LVCVLLVS/N",12
"RELAXO",12
"QVINTIVS/N",12
"CVRSOR",12
"OPIPARVS",12
"CYTHERA/N",12
"CORNVS",12
"EXERCITO",12
"CORPORALIS",12
"LIGVR/A",12
"ORTYGIA/N",12
"OBTERO",12
"DOTALIS",12
"MVLTIMODVS",12
"MVLTO/1",12
"MVSICA/1",12
"MVTABILIS",12
"COMMENTARIVS/1",12
"INTEMPESTIVVS",12
"INTENTO",12
"PRAESENTIO",12
"LABEFACIO",12
"EFFERVESCO",12
"PROVOLVO",12
"MODIVS",12
"ACCESSVS",12
"CLASSICVS/2",12
"CLOELIA/N",12
"PROVOLO/2",12
"VESICA",12
"CORINTHIVS/N",12
"RVFVS",12
"PLACENTA",12
"DECVTIO",12
"VIDVA",12
"ASSARACVS/N",12
"ILLINO",12
"ERIGONE/N",12
"VEGETVS",12
"SICVLI/N",12
"DISERTVS",12
"CAVLA",12
"PHIDIAS/N",12
"SICINIVS/N",12
"CECROPIVS/A",12
"VERAX",12
"FVNEBRIS",12
"DESCISCO",12
"OBVMBRO",12
"PICTI/N",12
"PINEVS",12
"DAVID/N",12
"TRIONES",12
"GANGES/N",12
"PECVLIVM",12
"ROBORO",12
"SAXONES/N",12
"ARROGANS",12
"GERMINO",12
"TITYVS/N",12
"TOLERABILIS",12
"PAMPINEVS",12
"PANDION/N",12
"PERCENSEO",12
"TRADITIO",12
"LYCVS/N",12
"GRATIS",12
"PARTICIPO",12
"FVLMINO",12
"LARGITER",12
"EXPVGNATIO",12
"SVBSCRIBO",12
"ODORATVS/2",12
"ANTEEO/1",12
"PERCIDO/2",12
"CVPIDE",12
"LACAENA/N",12
"APPARATVS/2",12
"VISIBILIS",12
"EXCOLO/2",12
"CYNICVS/N",12
"SVTOR",12
"AMPLITVDO",12
"TABERNACVLVM",12
"AGILIS",12
"MVLTIGENVS",12
"PROFLVO",12
"ADIMPLEO",12
"PRONVBA",12
"INSVETVS",12
"MINOS/N",12
"EFFVGIVM",12
"PRAETEXTATVS",12
"PRAEVALEO",12
"CLAMOSVS",12
"AEQVAEVVS",12
"ACERBITAS",12
"PVERVLVS",12
"ACCEPTIO",12
"BOOTES/N",12
"VIVACITAS",12
"INCASSVM",12
"HYRCANVS/A",12
"INCINGO",12
"INCVRVVS",12
"DINDYMVS/N",12
"ILICET",12
"SPIRA",12
"INDIGNITAS",12
"DELVDO",12
"POLLICITATIO",12
"DEMOCRITVS/N",12
"CAPTIVA",12
"HISTRIO",12
"CALO/1",12
"VOLVSENVS/N",12
"DESERVIO",12
"BIBVLVS",12
"PERORO",12
"AVRIFER",12
"HECTOREVS/A",12
"MANDVCO/2",12
"GELONVS/N",12
"PELOPIA/N",12
"TVMVLTVOR",12
"ASSENTATIO",12
"TOREVMA",12
"SACRARIVM",12
"GRADIVVS/N",12
"VLNA",12
"MEDIOCRITAS",12
"MACVLOSVS",12
"TRANSVEHO",12
"MAENALIVS/A",12
"PASTVS",12
"AVGESCO",12
"PATESCO",12
"MENALCAS/N",12
"SEMIVIR",12
"FLAGRANS",12
"TANAQVIL/N",12
"FLAVEO",12
"PABVLATIO",12
"CRISPO",12
"ODRYSIVS/A",12
"SVBVEHO",12
"LVPANAR",12
"CONTVMELIOSVS",12
"CORNIX",12
"FESTINATIO",12
"LINGONES/N",12
"AMPLIO",12
"LAPITHAE/N",12
"EPHEBVS",12
"COGNITVS/2",12
"INOPINVS",12
"EPIRVS/N",12
"PYRA",12
"NITENS",12
"ALLEGO/1",12
"INSONO/1",12
"CICER",12
"INVOLO/2",12
"EBRIETAS",12
"EVGE",12
"ABDICO/1",12
"PRAESAGVS",12
"PRAETERQVAM",12
"INTERRITVS",12
"INTIMO",12
"NEGLIGENS",12
"ELYSIVS/A",12
"INGRVO",12
"PVLMO",12
"PVLVINAR",12
"PVNICEVS",12
"AFFECTIO",12
"HYDASPES/N",12
"VEGETO",12
"IMPVBES",12
"INAVDIO",12
"PRAECVRRO",12
"VTRVMAN",12
"DILACERO",12
"IGNIFER",12
"ILLICIO",12
"IMPAVIDVS",12
"PHOEBEVS/A",12
"STOLIDVS",12
"IMPLACABILIS",12
"HOSPITALIS/2",12
"DARES/N",12
"PENEIDES/N",12
"PALLESCO",12
"RVGOSVS",12
"HIBERNIA/N",12
"PAMPHYLIA/N",12
"SCYPHVS",12
"LYCAEVS/A",12
"BENIGNITAS",12
"SEIANVS/N",12
"PARVMPER",12
"TREMENDVS",12
"CONGERIES",11
"LIQVEO",11
"EXPROMO",11
"LITVRA",11
"CRIMINATIO",11
"CONSESSVS",11
"SVBTILITAS",11
"SVCCESSOR",11
"ALICVBI",11
"CONTINGO/2",11
"NVMIDAE/N",11
"ALLICIO",11
"SVPERVACVVS",11
"RENVO",11
"FRIVOLVS",11
"LEVITAS/2",11
"FRVGALITAS",11
"AMBIGO",11
"LAMENTA",11
"FERVENS",11
"FETOR",11
"RETINACVLVM",11
"REBELLO",11
"EPHESVS/N",11
"EPISCOPVS",11
"MVNDO",11
"COLLIDO",11
"INSILIO",11
"CHRYSIS/N",11
"NONAE",11
"COMETES",11
"COMITAS",11
"PRAENESTE/N",11
"INTEGO",11
"PRAERIPIO",11
"PRAES/1",11
"ADVLTVS",11
"EVIDENS",11
"PRAETEXO",11
"CITHAROEDVS",11
"CONCAVVS",11
"INFITIOR",11
"CLOANTHVS/N",11
"DOMINICVS",11
"NIGRANS",11
"DEPENDO",11
"PISCOSVS",11
"VXORIVS",11
"DEVCALION/N",11
"VECTVRA",11
"IMPVGNO",11
"IMMERGO",11
"VENENO",11
"DEPRAVO",11
"VOCONIVS/A",11
"CELER/N",11
"IMPATIENTIA",11
"ALCMENA/N",11
"CAMPESTER",11
"AEGROTVS",11
"APRILIS/A",11
"ICARIVS/N",11
"HAMILCAR/N",11
"PAVSA",11
"HARMONIA",11
"PAVIMENTVM",11
"PEGASVS/N",11
"GEMMO",11
"PALAMEDES/N",11
"PAPHVS/N",11
"SAECVLARIS",11
"PEREDO/1",11
"SAEPTVM",11
"FRVMENTOR",11
"ATRAMENTVM",11
"PERFORO",11
"VNANIMVS",11
"PATENS",11
"PERMETIOR",11
"TRIBVNATVS",11
"CONIECTVRA",11
"RECONCILIO",11
"RECTVM",11
"ANGOR",11
"LATITO/1",11
"EXSPVO",11
"LVCANVS/N",11
"CRVENTO",11
"QVAMLIBET/2",11
"QVANTVLVS/2",11
"ALIVSALIVS",11
"REMVNEROR",11
"TEPEFACIO",11
"APOSTOLICVS",11
"COPVLA",11
"ARANEA",11
"FEROCIA",11
"CHARIDEMVS/N",11
"INSCITIA",11
"ALLABOR/2",11
"MYRRHA",11
"COMMINVO",11
"PRAEGNANS",11
"ANNECTO",11
"NOVEMBER/N",11
"MYRMIDONES/N",11
"PRAEPES/2",11
"CIRCVMFLVVS",11
"ADVNCVS",11
"EFFEMINO",11
"AEDILIS",11
"EFFVLGEO",11
"CONCHYLIVM",11
"INFIRMO",11
"CONDENSVS",11
"NEOPTOLEMVS/N",11
"PVLCHRE",11
"TRACTATVS",11
"CLVEO",11
"MORALITAS",11
"VVLTVRCIVS/N",11
"MVLCIBER/N",11
"DEVEXVS",11
"CAPISTRVM",11
"INCITVS/1",11
"PRAECONIVM",11
"PRAEDICO/3",11
"IANICVLVM/N",11
"SEQVAX",11
"CRATES/N",11
"SERRA",11
"IENTACVLVM",11
"IGNESCO",11
"SPICA",11
"DILATIO",11
"SPIRITALIS",11
"SICANVS/A",11
"DISCRIMINO",11
"IMPORTO",11
"VISIO",11
"DEMOROR/1",11
"VITELLIVS/N",11
"DISPICIO",11
"PHILEROS/N",11
"SIMVLATQVE",11
"DESPECTVS/1",11
"POSTREMVS",11
"HVMO",11
"AVSPEX",11
"PERSTREPO",11
"MESSOR",11
"TRIVIVM",11
"PENETRABILIS",11
"PAPYRVS",11
"ASYLVM",11
"PERDOMO",11
"SECRETO",11
"PEREGRINOR",11
"LYDIVS/A",11
"ATREBAS/A",11
"ATTALVS/N",11
"SALIVS/N",11
"SEMIANIMIS",11
"REX/N",11
"OSTENTATIO",11
"RECOLO/2",11
"CONNIVEO",11
"OCCVLTE",11
"CRETA",11
"FLORENS",11
"ODIOSVS",11
"REFELLO",11
"LAVRIGER",11
"ANNE",11
"REGIMEN",11
"ALIO",11
"TEMO",11
"CVLTVRA",11
"REMVGIO",11
"ONEROSVS",11
"FAMVLOR",11
"OPERO",11
"TERRIGENA",11
"OBLECTO",11
"TESTICVLVS",11
"CYNTHVS/N",11
"EXCVRRO",11
"LICIVM",11
"COROLLA",11
"LIGVLA",11
"CONFINIS/2",11
"PYRAMIS",11
"EPOREDORIX/N",11
"MVNDITIA",11
"MVNICEPS",11
"PANSVS/N",11
"NOTABILIS",11
"ABSINTHIVM",11
"ABSTERGEO",11
"MITRA",11
"PROVIDVS",11
"CONAMEN",11
"INTVS/1",11
"CERO",11
"HYBLA/N",11
"DEVOTIO",11
"SONANS",11
"SEPTENDECIM",11
"DEPOPVLOR",11
"DIFFINDO",11
"DEDITVS",11
"INCONDITVS",11
"BVCINA",11
"DIONYSIVS/N",11
"DEFODIO",11
"OEA/N",11
"VATICINOR",11
"ATHAMAS/N",11
"VECORS",11
"CAELEBS",11
"POLYDORVS/N",11
"CALCAR",11
"VITVPERO/2",11
"POMPILIVS/N",11
"CASV",11
"STERCVS",11
"PHOLVS/N",11
"IMPERIOSVS",11
"PHRYX/A",11
"GALLINACEVS",11
"PICA",11
"PORTITOR/2",11
"DESPECTO",11
"CEPHISVS/N",11
"CEREALIS/A",11
"MALVS/2",11
"HEBETO",11
"ARMILLA",11
"MILETVS/N",11
"MARCIDVS",11
"PELORVS/N",11
"HERMVS/N",11
"SAGITTARIVS/1",11
"GYMNASIVM",11
"MAGISTERIVM",11
"TABVM",11
"RECLINO",11
"CRATERA",11
"LITOREVS",11
"CREBRO/2",11
"CREDVLITAS",11
"REDEMPTOR",11
"FLVIDVS",11
"LVCROR",11
"CVCVLLVS",11
"LVCVLENTVS",11
"CVLEX",11
"CONTEMPTOR",11
"QVIDNI",11
"ANTIVM/N",11
"FALERNVM/N",11
"REMETIOR",11
"SVLFVREVS",11
"NVMQVIS",11
"TEPESCO",11
"ALTARE",11
"REPRAESENTO",11
"AMARYLLIS/N",11
"ORBO",11
"CYRVS/N",11
"SYRACVSAE/N",11
"RETRORSVM",11
"LINVS/N",11
"DOTO",11
"DVBITATIO",11
"PYTHIA/N",11
"CHLOE/N",11
"ERVDITIO",11
"ITHACA/N",11
"INSVLSVS",11
"ABBAS",11
"PROQVAESTOR",11
"NAVVS",11
"MODERAMEN",11
"AEMVLOR",11
"EXAMINO",11
"ELISSA/N",11
"INTREMO",11
"ELOQVIVM",11
"OMNIFORMIS",11
"INVENTOR",11
"PVLLVS/2",11
"CREPITVS",11
"VIDVITAS",11
"CAPPADOCES/N",11
"SEPARATIM",11
"CAPVA/N",11
"VADIMONIVM",11
"BVBO",11
"CARPENTVM",11
"PERVNGO",11
"VALVA",11
"INCVRSIO",11
"CASSIVELLAVNVS/N",11
"DEIERO",11
"VASCVLVM",11
"VATINIVS/N",11
"PHARETRATVS",11
"CALCHAS/N",11
"CAVSOR",11
"CLAVA",11
"VORENVS/N",11
"CAMELVS",11
"IMPOTENTIA",11
"SISTRVM",11
"CONFRINGO",11
"INANIMVS",11
"TRIENNIVM",11
"HABITVDO",11
"MERCATVS",11
"SARMENTVM",11
"METABVS/N",11
"PELASGVS/A",11
"GEMMATVS",11
"MANVMITTO",11
"TINEA",11
"TISIPHONE/N",11
"PERLVO",11
"ASSERO/2",11
"PANDARVS/N",11
"BELGIVM/N",11
"PARILIS",11
"TRAIANVS/N",11
"GRAMINEVS",11
"PERFVGIO",11
"MEDI/N",11
"PERFVNGOR",11
"VNDEVIGINTI",11
"SEMINEX",11
"GENVINVS",11
"EXPERGISCOR",10
"RECEPTVS/1",10
"FLAGELLO",10
"EXSEQVIAE",10
"TANTILLVM",10
"CONSENESCO",10
"TANTVSQVANTVS",10
"CROESVS/N",10
"LVCANVS/N2",10
"TATIVS/N",10
"TAVRINVS",10
"ANSA",10
"TEGIMENTVM",10
"CVIVS/2",10
"LEGIONARIVS",10
"FAENIVS/N",10
"SVILLIVS/N",10
"ANTESTO",10
"CVMAE/N",10
"ANTONIA/N",10
"TENTORIVM",10
"OPIS/N",10
"OBDORMIO",10
"CYDIPPE/N",10
"OBMVTESCO",10
"ARBOREVS",10
"RARO",10
"AMOLIOR",10
"LANIVS",10
"RETRACTO",10
"TABELLARIVS/1",10
"CHAONIVS/A",10
"PROSAPIA",10
"SVBLIMO",10
"INSATIABILIS",10
"CIBARIVM",10
"ERYTHRAEVS/A",10
"PROPRIE",10
"EFFVSVS",10
"PRAEVERTO",10
"ACCEPTVM",10
"INTESTINVM",10
"CONCRETVS/2",10
"PRIMAEVVS",10
"NEO",10
"AESTVOSVS",10
"INGRESSVS",10
"ENERVO",10
"MOROSVS",10
"DECLARATIVVS",10
"PROBATIO",10
"MOSA/N",10
"COCCINVS",10
"COCLES/N",10
"REFLEXIM",10
"DEVOLO/2",10
"INAVRO",10
"SERRANVS/N",10
"IGNIPOTENS",10
"PLVMBEVS",10
"ILIADES/N",10
"SPONDA",10
"CATELLVS",10
"SICARIVS",10
"VEII/N",10
"DEMOCHARES/N",10
"CALAMITOSVS",10
"VIVIFICO",10
"CALEDONIA/N",10
"DISSONVS",10
"VENTILO",10
"STIGMA",10
"VOLCENS/N",10
"POPPAEA/N",10
"AETHRA/N",10
"DERIVO",10
"CALYDON/N",10
"PICTVRATVS",10
"HORRIFICVS",10
"VERONA/N",10
"HESIONA/N",10
"CONCEPTVS",10
"HYACINTHVS",10
"SARCINVLA",10
"THRAX",10
"THVLE/N",10
"TRIREMIS/1",10
"PECV",10
"MESSALLA/N",10
"PERSTRINGO",10
"RECIPROCVS",10
"ARTO",10
"ASPERO",10
"PERVERTO",10
"BASILICA",10
"SABAEVS/A",10
"HINNITVS",10
"HIPPODAMIA/N",10
"ATHENA/N",10
"ATHOS/N",10
"ATREBATES/N",10
"GRANVM",10
"TRANSFORMO",10
"GRATVLATIO",10
"SALOMON/N",10
"PASIPHAE/N",10
"PERLABOR/2",10
"MEMNON/N",10
"MAGNIFICENTIA",10
"TABVLATVM",10
"RECIDO/1",10
"RHEA/N",10
"LITTERATVS",10
"RHOETVS/N",10
"FLAGRVM",10
"CAELES/2",10
"OVILE",10
"ALACRITAS",10
"CRINALIS",10
"ANIMADVERSIO",10
"CRISPVS/N",10
"TARPEIVS/A",10
"LAVTITIA",10
"QVAMOBCAVSAM",10
"TELEMACHVS/N",10
"LENAEVS/A",10
"FOVEA",10
"CONTINENS/3",10
"LEO/N",10
"SVPERSEDEO",10
"SVPERBIO",10
"FRVGALIS",10
"FERRAMENTVM",10
"LAMENTOR",10
"SVSVRRO",10
"RARESCO",10
"SYGAMBER/A",10
"EXITIABILIS",10
"THEMIS/N",10
"CONFVSIO",10
"AMYCLAE/N",10
"COGNOMENTVM",10
"COHERES",10
"INOPINANS",10
"PYRENAEVS/N",10
"DVCTVS",10
"INTELLIGIBILIS",10
"NOMINATIM",10
"IVGIS",10
"PROMONTORIVM",10
"COMISSATOR",10
"PROPAGO/1",10
"VNICORNIS",10
"MINOIS/N",10
"CIRCVMFLVO",10
"EFFINGO",10
"COMPILO/1",10
"PRAETORIVM",10
"CITATVS",10
"INTERPRETATIO",10
"NAVITA",10
"INTVMESCO",10
"PRIMORES",10
"NENIA",10
"ACIDVS",10
"PROPVGNO",10
"MORDICVS",10
"INIVNGO",10
"SOLIDO",10
"VSITATVS",10
"SOMNIO",10
"DECIMVS/N",10
"VEXATIO",10
"VICENVS",10
"SERESTVS/N",10
"BVLLA",10
"INCVRSO",10
"SERVA",10
"IGNIO",10
"VIRGINALIS",10
"EXPAVESCO",10
"EXSTIRPO",10
"FABRICA",10
"PONDO",10
"AETHON/N",10
"PHOENIX",10
"POPVLEVS",10
"DESERTA",10
"DAEDALVS",10
"PILA/2",10
"DARDANIA/N",10
"VNIVERSITAS",10
"IMMANITAS",10
"PAVCVLVS",10
"GALAESVS/N",10
"THOAS/N",10
"AVSTRALIS",10
"ARICIA/N",10
"RIMOSVS",10
"PTE",10
"PELIDES/N",10
"TIRYNTHIVS/A",10
"TITANIVS/A",10
"MARITO",10
"HERENNIVS/N",10
"RVSTICANVS/2",10
"MATHO/N",10
"SACCVLVS",10
"MAVRVS/N",10
"SELIBRA",10
"FRVGIFER",10
"PERFODIO",10
"SEDITIOSVS",10
"VMBER/A",10
"BIDENS/1",10
"PARTIO/2",10
"SALO/N",10
"SALVTATIO",10
"TREMEBVNDVS",10
"PERNICITAS",10
"MENDICVS",10
"OSTREA",10
"OVIDIVS/N",10
"REDIVIVVS",10
"QVAESTORIVS/2",10
"PAESTVM/N",10
"PALA",10
"TAVRVS/N",10
"TAXVS",10
"CRYSTALLINVS",10
"CONTIGVVS",10
"FALERNVS/A",10
"REMISSVS",10
"LACEDAEMONIVS/A",10
"CONVERSATIO",10
"CVRTIVS/N",10
"FRVCTVOSVS",10
"OPPLEO",10
"AMATORIVS",10
"LIBVM",10
"RESILIO",10
"SVSVRRVS",10
"FERVS/1",10
"EXORDIOR",10
"AMPVLLA",10
"EXPENSVM",10
"AGGREGO",10
"NODOSVS",10
"NONAGINTA",10
"IVLIVS/A",10
"INIVSSVS/1",10
"COMMONEO",10
"PROPVGNACVLVM",10
"EDOMO",10
"ABNEGO",10
"ADVOLVO",10
"ABSONVS",10
"ABVNDANTIA",10
"CONCAEDES",10
"INFAMO",10
"EXAESTVO",10
"DIVERSITAS",10
"INVNDO",10
"ACTOR",10
"VELITOR",10
"INCRESCO",10
"VETERANVS/2",10
"CAPITOLINVS/N",10
"INCANTO",10
"DICAX",10
"SOPHOS",10
"DENVDO",10
"DEDIGNOR",10
"EMENTIOR",10
"EFFRINGO",10
"PODAGRA",10
"ILLABOR/2",10
"INDOCILIS",10
"POLLA/N",10
"DISCLVDO",10
"EVROTAS/N",10
"SICANIA/N",10
"ABERRO/2",10
"CANICVLA",10
"CASTALIA/N",10
"PHLEGETHON/N",10
"IMPENDIVM",10
"PHOENISSVS/A",10
"STRAMENTVM",10
"HORRIFER",10
"PILVS/2",10
"PEROSVS",10
"AVREOLVS",10
"POSTLIMINIVM",10
"TRIPVS/1",10
"RIPAEVS/A",10
"ROGITO",10
"TIMAVVS/N",10
"TVLLIA/N",10
"GERVLVS/1",10
"ASPECTO",10
"PALVSTER",10
"PERMAGNVS",10
"SCITVLVS",10
"RVTILVS",10
"LYCVRGVS/N",10
"SECVNDVS/N",10
"TRANSADIGO",10
"BIGA",10
"SEMIFER",10
"SANCTITAS",10
"OSTIARIVS",10
"EXPORTO",10
"TANTILLVS",10
"FLVVIALIS",10
"PAENVLA",10
"ANNVMERO/1",10
"QVANTVSVIS",10
"TELEPHVS/N",10
"CVLMVS",10
