"title","count(title)"
"ANACREONTEVS/A",2
"CARDIACVS/2",2
"IAPYS/A",2
"PRAEFERRATVS",2
"SORTITO",2
"ANTIAE",2
"VADOR",2
"INHONESTAMENTVM",2
"SOSIVS/N",2
"SERAPA/N",2
"CARICVS/N",2
"IATRALIPTA",2
"INSTIGATOR",2
"VICTORINA/N",2
"BARRITVS",2
"DOMICELLA",2
"SPADIX",2
"CARLEGION/N",2
"ICONICVS",2
"INTERSEMINATVS",2
"INCONTINENTIA",2
"SERICATVS",2
"VALENTIANVS/N",2
"DVODECIES",2
"CITHAROEDICVS",2
"IDEMAC",2
"LACINIOSVS",2
"COEPTVS",2
"PLEIADES/N",2
"DILATOR",2
"IDOLOLATRA",2
"PERTVRPIS",2
"LOLLIGO",2
"BVRDVBASTA",2
"CONGREGATIM",2
"INCVBITVS",2
"VALIDE",2
"CARPTIM",2
"MACHINATVS",2
"VIGINTITRES",2
"IDYIA/N",2
"MELANVRVS",2
"SPECVLATIO",2
"VILLICA",2
"PLISTHENIDES/N",2
"VANDALICVS/A",2
"CARVILIVS/N",2
"MVRICVLVS",2
"VILLARVSTICA",2
"DESVETVDO",2
"PLORABILIS",2
"DIMIDIO",2
"MYSTA",2
"SPENDON/N",2
"CASPERIVS/N",2
"OBCANTO",2
"VIMINALIS",2
"DOLAMEN",2
"CASSIANVS/N",2
"DINOOT/N1",2
"OBTINNIO",2
"EMINENTIA",2
"DEHONESTAMENTVM",2
"VINCVLO",2
"INDEFENSVS",2
"PLVSSCIVS",2
"PETELIA/N",2
"EXORABVLA",2
"INDEMNIS",2
"DIOXIPPVS/N",2
"CADVCEATOR",2
"SPIRABILIS",2
"FATILOQVVS",2
"SESTIANVS/N",2
"PERGNARVS",2
"GEMVLVS",2
"CASTRAMOVEO",2
"DIRCE/N",2
"PETRA/N",2
"PERSEVERANS",2
"CAECIGENVS",2
"SPISSESCO",2
"INDIGETES/N",2
"PODERES",2
"VATILLVM",2
"PHRYNONDAS/N",2
"HVMIGO",2
"SEXENNIS",2
"CATAGRAPHVS",2
"ILLIBERALIS",2
"DELIACVS/N",2
"INDVBITABILIS",2
"VECTATIO",2
"CATAPHRACTVS",2
"DISSVO",2
"ILLICO",2
"PRAEFLORO",2
"INTERQVIESCO",2
"PRAENVNTIA",2
"CAEDVVS",2
"SPONSIVNCVLA",2
"INVISOR",2
"POLEMO/N",2
"VECTORIVS",2
"PHAETHONTIADES/N",2
"SPONSVS/2",2
"LEODAMAS/N",2
"PROPAGATIO",2
"DELITIGO",2
"MANDROLYTVS/N",2
"POLLEMIVS/N",2
"PHANAEVS/A",2
"PVRGATOR",2
"MNESARCHVS/N",2
"ILVA/N",2
"PHARAO/N",2
"QVERQVERVS",2
"MORAMENTVM",2
"POLLICITOR",2
"CATONIVS/N",2
"RENVMERO/1",2
"CAEROSI/N",2
"OBSTACVLVM",2
"INIMO",2
"VELINVS/A",2
"IMAON/N",2
"RESTIPVLOR",2
"IMBERBIS",2
"PHEGEA/N",2
"SALIVOSVS",2
"DEMODOCVS/N",2
"DISPARILIS",2
"DEMONAX/N",2
"VITABVNDVS",2
"PENETRATIO",2
"SYGAMBRIA/N",2
"SEMINARIVS",2
"CETRA",2
"PERPVLCHER",2
"POLYXENA/N",2
"CAVNEA",2
"CAIETANVS/A",2
"STAMINATA",2
"CAVSAMAGERE",2
"SPVMABVNDVS",2
"CALAMISTRVM",2
"DENATO",2
"PRAEDIATVS",2
"SVBIGITO",2
"PRIENENSIS/A",2
"CAVARILLVS/N",2
"IMMETATVS",2
"SVRRENTVM/N",2
"PROMVLSVS",2
"DISSERPO",2
"IMMISERABILIS",2
"VIVARIVM",2
"SILARVS/N",2
"TICIDA/N",2
"STERCORO",2
"POMPVSIDIA/N",2
"CATACLYSMOS",2
"PHILYRA",2
"CALECVTANVS/A",2
"DEPECTO",2
"HERIVS/N",2
"STERICVLA",2
"RETENTOR",2
"VENEREVS/A",2
"AEGA",2
"TVMIDVLVS",2
"STERNAX",2
"RVPICO",2
"VENETIA/N",2
"PHLEGETHONTEVS/A",2
"VERNACVLA",2
"CALETES/N",2
"VOCCIO/N",2
"SEIVGIS",2
"PONTIFICALIS",2
"SILVS/N",2
"CERCYON/N",2
"DISTERO",2
"CALIDA",2
"HISPANVS/N",2
"STESICHORVS/N",2
"SEVERIANVS/N",2
"CELEMNA/N",2
"CALIGINOSVS",2
"STIPATIO",2
"POPIA",2
"HIVLCO",2
"SVBLVTEVS",2
"STIMICHON/N",2
"VOLESVS/N",2
"TEMPERACVLVM",2
"POPVLATIO",2
"VEPALLIDVS",2
"CELSVS/N",2
"TVBVLATIO",2
"IMPERDITVS",2
"DERIVATIO",2
"VOLVPTIFICVS",2
"SVBREPTIO",2
"CENAEVM/N",2
"PHRIXEVS/A",2
"VOLVNTARII",2
"SVBSTREPENS",2
"CENIMAGNI/N",2
"IMPERTERRITVS",2
"CALTHA",2
"ADHORTATVS",2
"PORCINVS",2
"SVCCEDANEVS",2
"CALVA",2
"HONORARIVS",2
"STOMACHOSVS",2
"AMPLIVSCVLVS",2
"PORIVS/N",2
"CENSORINVS/N",2
"PTHIVS/N",2
"HONORIAS/N",2
"APOLLOBEX/N",2
"SINEDVBIO",2
"VEREDARIVS",2
"SVLCAMEN",2
"CALYBE/N",2
"VORANVS/N",2
"AQVARIOLVS",2
"PORTATIO",2
"SVPERCVBO",2
"IMPLICATVS",2
"ARVLA",2
"DACIA/N",2
"PORTHMEVS",2
"CENTONARIVS",2
"AVSPICATVS",2
"SVPERSTRINGO",2
"CENTVRIATVS/1",2
"BVCCO",2
"VERNILIS",2
"VVLCATIVS/N",2
"CALVMNIOSVS",2
"DALMATAE/N",2
"SVSPECTIO",2
"CEOLWVLF/N3",2
"PIETATICVLTRIX",2
"CARMENDAS/N",2
"SIRIVS/A",2
"CIRCVMLOCVTIO",2
"SISER",2
"CERAVNIVM",2
"HOSKINVS/N",2
"COEMPTOR",2
"POSTGENITVS",2
"COLONEVS",2
"TERMINALIS",2
"CONCHVLA",2
"TESTATIO",2
"CERINTHA",2
"CONDITRIX",2
"VERTEBRA",2
"TIMIDVLVS",2
"INANIMOVOLVO",2
"PINDARICVS/N",2
"DETERMINO",2
"CONLVRCHINATIO",2
"TORVLVS",2
"INITINERE",2
"HVMIDVLVS",2
"CORCVLVM",2
"VERVLAMIENSIS/A",2
"CANOPIVS/A",2
"DETONO",2
"DAVLIAS/N",2
"TVBERO",2
"INFATVO",2
"CANTA/N",2
"DETRACTOR",2
"DEFRAGRO",2
"POTIONATVS",2
"TVNDOR",2
"DEPECTOR",2
"BLANZIFLOR/N",2
"SOLACIOLVM",2
"PATRON/N",2
"THESMOPHORIA/N",2
"PEROLEO",2
"MAGNVM/2",2
"PATRVVS/2",2
"EVANIDVS",2
"MAGOG/N",2
"MENSASECVNDA",2
"SAPPHICVS/N",2
"REPVRGO",2
"BACCHIADAE/N",2
"THEVESTE/N",2
"POSCINVMMIVS",2
"MEPHITIS",2
"HERBANS",2
"ASTREVS/N",2
"HALOSIS",2
"MALEA/N",2
"GALENVS/N",2
"MERCATORIVS",2
"TRILIBRIS",2
"HOMVNCVLVS",2
"PIERVS/N",2
"SARNVS/N",2
"TRIMEMBRIS",2
"HORTATIO",2
"METION/N",2
"HANEGIF/N",2
"AVTOMATVM",2
"GALLICINIVM",2
"ARIETILLVS",2
"CELADON/N",2
"MALIFER",2
"AVTOPYRVS/2",2
"GALLOGRAECIA/N",2
"PRAESEGMEN",2
"SATELLITIVM",2
"IASTIVS/A",2
"PAEONIS/N",2
"MALIVS/N",2
"THRONIVS/N",2
"PRAETERLVO",2
"MERGES",2
"ILLVBRICO",2
"NARRATVS",2
"PAXILLVS",2
"THVCYDIDES/N",2
"PRATENS",2
"ACRISIONIADES/N",2
"THVTTENA/N",2
"PRETIOSITAS",2
"HELICES/N",2
"PECTOROSVS",2
"THYESTIADES/N",2
"LAMPETIDES/N",2
"AVERRO",2
"THYMBRIS/N",2
"PROLVBIVM",2
"MESSALINVS/N",2
"TRITVS/2",2
"INALBEO",2
"HEBRAEI/N",2
"AVIDIENVS/N",2
"GARVMNI/N",2
"PERSVBTILIS",2
"INCILE",2
"GASTRA",2
"ARMILLATVS",2
"ALPHEIAS/N",2
"HEDERIGER",2
"TI/N",2
"BABA/N",2
"GAVSAPATVS",2
"PROSPICVVS",2
"INCORONATVS",2
"EMATHIDES/N",2
"PERSEIVS/A",2
"BACALVSIA",2
"PERTORQVEO",2
"TIBVRINVS/A",2
"PERTREMISCO",2
"SCAEVA/N",2
"TROPHIME/N",2
"HELLESPONTIVS/N",2
"SCALDIS/N",2
"TROVCILLVS/N",2
"DISPVTATIVNCVLA",2
"MANNA",2
"RORIFER",2
"BACENIS/N",2
"METVS/N",2
"TRVDIS",2
"INHALATVS",2
"INCVLCO",2
"HELVETIVS",2
"QVALVM",2
"MEVIVS/N",2
"SCANDALIZO",2
"INIGO",2
"PORVS/1",2
"TIGVRINI/N",2
"QVIPPINI",2
"ARTAXES/N",2
"ROTATVS/1",2
"GENAVNI/N",2
"RECALCO",2
"ARTICVLATIM",2
"INSCENSVS",2
"SESQVIHORA",2
"MANVLEATVS",2
"TIMCOMMIVS/N",2
"BALLAENACEVS",2
"GENERASCO",2
"ARTIFICIOSVS",2
"TVBEROSVS",2
"INSICIATVS",2
"ANIMVLVS",2
"PELOPEA/N",2
"TIMON/N",2
"RELVCTO",2
"MILANION/N",2
"HERCVLANENSIS/N",2
"MARCA",2
"ARVALIS",2
"BOBVSSARDVS/N",2
"HERDONIVS/N",2
"TINTINNO",2
"PALEAR",2
"HEREDIPETA",2
"RETIOLVM",2
"TVMBA",2
"CVRTETVS/N",2
"GERELLANVS/N",2
"MILONIVS/N",2
"FATONVS/N",2
"RIVALITAS",2
"GARBINVS/N",2
"MARINVS/N",2
"BANTINVS/A",2
"PALLENEVS/N",2
"SCINIPHES",2
"IVNCTIM",2
"HERNICVS/A",2
"GESORIACVM/N",2
"RVDITVS",2
"LACINIATIM",2
"LVDIMAGISTER",2
"MARMARICVS/A",2
"ASILVS",2
"SCIRONIVS/A",2
"LANCEOLA",2
"MICVARDVS/N",2
"MARO/1N",2
"BARBATORIA",2
"SACRIFICATVS",2
"MINIO/N",2
"SCISSOR",2
"PELIGNVS/N",2
"HESVS/N",2
"MARRIVS/N",2
"BARBVLA",2
"SAGITTARIVS/N",2
"PRAEPOSITVS/N",2
"MARSAEVS/N",2
"PENTHIACVS",2
"TOGAVIRILIS",2
"SALTATORIVS",2
"ROBINERIANVS/N",2
"HIBER/N",2
"PERVILLAM",2
"GINGLIPHVM",2
"SARCINOSVS",2
"TVRIVS/N",2
"SARACENVS",2
"GIZERIA",2
"LVCIFVGA",2
"RVTATVS",2
"BASILIVS/N1",2
"VVLTHERIVS/N",2
"RVTILI/N",2
"LVPINVS/2",2
"PANAETIVS/N",2
"SCORPIO/N",2
"SCOTTICVS/A",2
"RVTILVS/N",2
"SCRVTARIA",2
"DISPVTATOR",2
"SEDENTARIVS",2
"HIEZABEL/N",2
"PERADOLESCENS",2
"BAVIVS/N",2
"SEMIAMPVTATVS",2
"SCROFA/N",2
"SABELLICVS/A",2
"TOREVTICE",2
"SEMIOBRVTVS",2
"PERARO",2
"GLOSSA",2
"LVTEOLVS",2
"SEMISOPITVS",2
"MEMBRANVLVM",2
"SABRINA/N",2
"GLVTIO",2
"LVTOSVS",2
"PANOPES/N",2
"SEPES",2
"ASTEROPE/N",2
"MESSORIVS",2
"MATTIACVS/N",2
"BELLEROPHONTEVS/A",2
"LVXO",2
"SESSIBVLVM",2
"ASTRALABIVS/N",2
"HIPPARCHVS/N",2
"BELLIFER",2
"SCYROS/N",2
"GORDIANVS/N1",2
"PAPHLAGONIVS/A",2
"SIMILE/1",2
"ASTV",2
"PERCVNCTATIO",2
"SACRATOR/N",2
"IEIVNO",2
"CONTIONARIVS",2
"SYMPTOMA",2
"MVNDVLVS",2
"ANOMALVS",2
"PERDELIRVS",2
"TOTIENSQVO",2
"PRAESCIENTIA",2
"BENEFICIARIVS",2
"GOTHICVS/A",2
"SOSPITA",2
"MVSSITATIO",2
"AHA",2
"PERDIX/N",2
"ATHAMANTEVS/A",2
"NACCA",2
"ALIQVANTVLVS",2
"MEIVVAT",2
"TRACTATIO",2
"INSPIRATIO",2
"BENIAMIN/N",2
"LYCORIAS/N",2
"SPINEVS",2
"VBIVIS",2
"NAVLVM",2
"ANGVICOMVS",2
"METAEDETSOLITVDINE",2
"OBTENEBRO",2
"GRAECVLIO",2
"SPONDEVM",2
"NICANOR/N",2
"CONSITOR",2
"ABSCISIO",2
"STABVLATIO",2
"VLCERATIO",2
"PERMATVRESCO",2
"TRAHA",2
"LYMPHATVS/2",2
"PARILIA/N",2
"SECVBITVS",2
"SVPERATOR",2
"MEDICA/2",2
"PEREDO/2",2
"SACAE/N",2
"SVADVS",2
"VLLEXODVNVM/N",2
"NVTRICVLA",2
"LOTVRA",2
"LYRNESVS/N",2
"PARMVLA",2
"SVBIVGVS",2
"OBMISCEO",2
"SPATVLA",2
"BESTIARIVS/2",2
"M",2
"PAROCHIALIS",2
"OBSERVABILIS",2
"PERFLAGITIOSVS",2
"GRATIANVS/N",2
"INCONSVMPTVS",2
"MEDITAMENTVM",2
"CORACVLVM",2
"PARRHESIASTES/N",2
"OCCISIO",2
"THYONEVS/A",2
"ATTESTATIO",2
"OFFICIALIS",2
"PERFVNCTORIE",2
"CARITAS/N",2
"IVNONIGENA/N",2
"SALINATOR/N",2
"EROGATIO",2
"PRAEVARICATOR",2
"BIFARIVS",2
"FVLGINEVS",2
"SEGNITIA",2
"VMBRIA/N",2
"LEARCHVS/N",2
"TRANSMIGRATIO",2
"MASTICHE",2
"MACROBIVS/A",2
"TRANSMVTO",2
"EXAPTO",2
"BIGERRIONES/N",2
"GREGORY/N2",2
"SELEMIVS/N",2
"PERIMADEIA",2
"EXOBRVTVS",2
"G/N2",2
"GROSPHVS/N",2
"SELEVCVS/N",2
"MVNDIFICATIVVS",2
"BILYCHNIS",2
"GRVINVS",2
"MADIDO",2
"VNANIMITAS",2
"MELES",2
"SALTVARIVS",2
"EXSECTOR",2
"BIMESTRIS",2
"PARCILOQVIVM",2
"IDIOTA",2
"PASIENVS/N",2
"PARTIARIVS",2
"PERISTYLVM",2
"MORTARIVM",2
"AVDENTIA",2
"FVNESTO",2
"SEMIPVTATVS",2
"VNDECVMQVE/2",2
"PATAGIVM",2
"MELITENA/N",2
"PERIVCVNDVS",2
"FARTILIS",2
"HVCCINE",2
"VNDETRIGINTA",2
"PERIZOMA",2
"FEROCIO",2
"CAVTERIVM",2
"AVFILENVS/N",2
"PERLEVIS",2
"SAMBVCEVS",2
"TREMISCO",2
"FISTVLATVS",2
"PATARACINA",2
"PERASTVTVLVS",2
"PERMAXIMVS",2
"IMMAE/N",2
"BITHVS/N",2
"GYMNICVS",2
"SEMIMARINVS",2
"PEREMPTORIVS",2
"MARONIAS/N",2
"FVRNVS/N",2
"SEMINO",2
"PERSECVTOR",2
"MEMORITER",2
"SABINIANVS/N",2
"MAGNANIMITAS",2
"PERPRVRISCO",2
"GALLINVLA",2
"SEMNO/N",2
"GEMMOSVS",2
"DOLOROSVS",2
"HADRIVS/A",2
"MAGNIHABEO",2
"TRIBVTIM",2
"GERYONEVS/A",2
"GEOGRAPHICVS",2
"COTISO/N",2
"OBTVRGESCO",2
"AMYMONE/N",2
"EXPERIENS",2
"ASPRITVDO",2
"LARENTIA/N",2
"ANACHORETICVS",2
"CONGRATVLOR",2
"PVRIFICATIO",2
"OBVERSVS",2
"SVBDVCTIO",2
"ANALOGIA",2
"RHAEBVS/N",2
"CRANNON/N",2
"FIRMANVS/N",2
"SVBFVSCVS",2
"EXPLICIT",2
"AVLVLA",2
"ANATINA",2
"CONIGER",2
"AVTOCTHONES",2
"TAEDIO",2
"RVBRAE/N",2
"CRATERVS/N",2
"FISCELLA",2
"LARS/N",2
"RHINOCOLVRA/N",2
"BALNEARIA",2
"SAENIA/N",2
"EXPROBRATIO",2
"OSTROGOTHVS/N",2
"BORRIO",2
"RECONFLO",2
"BVCINO",2
"ANDRIA/N",2
"RICINVS",2
"LIVILLA/N",2
"SAXETANVS/N",2
"CREMVTIVS/N",2
"LATERICIVS",2
"OCEANITIS/N",2
"CONSANGVINITAS",2
"RECTRIX",2
"SCISCITATOR",2
"CREPIDATVS",2
"ANGELLVS",2
"EXSERTO",2
"CAMPENSIS/A",2
"TANATOS/N",2
"SECVRICVLA",2
"OCNVS/N",2
"SVBRAVCVS",2
"CONSCRIBILLO",2
"SENIO",2
"CRESCENS/N",2
"OCTA/N",2
"CANTITO",2
"SESTERTIOLVM",2
"EXSPOLIO",2
"ALARIVS",2
"SIGAMBRI/N",2
"CRETEVS",2
"OCTODVRVS/N",2
"SVBSESSOR",2
"CONSEQVENS",2
"EXSTRVCTIO",2
"CASEATVS",2
"REDHALO",2
"FLICTVS",2
"ODARIVM",2
"CONSERVATOR",2
"EXSVGO",2
"CATAPLASMA",2
"ALBARIVS",2
"TARBELLI/N",2
"SOTERIA",2
"CONSIDERATIO",2
"CAVSARIVS",2
"TARDIPES",2
"QVADRIGARIVS",2
"SVBSVTVS",2
"ANILITAS",2
"LOQVACVLVS",2
"PACTVMEIVS/N",2
"STIBADIVM",2
"FLORVS/N",2
"PADVA/N",2
"SVBMEMMIVS/N",2
"CRITICVM",2
"FLVCTVOR",2
"LAVREATVS",2
"QVADRIVIVM",2
"SYRISCVS/N",2
"LAVRENTIA/N",2
"OEBALIA/N",2
"QVADRVPEDVS",2
"CINCINNVS",2
"ALCANDER/N",2
"PAENISVLA",2
"TERRACINENSIS/A",2
"TARATALLA/N",2
"FLVVIATILIS",2
"CONSOPIO",2
"CIRCVMCVRSIO",2
"ALCES",2
"OENIDES/N",2
"CIRCVMRORO",2
"ALCIPPE/N",2
"REFOCILLO",2
"TERENTIANVS/N",2
"CIRCVMTORQVEO",2
"ALCYONEVS/N",2
"PAGASVS/N",2
"REFRENATIO",2
"THEOPHILA/N",2
"LAVABRVM",2
"OESTRVS",2
"COHVMIDO",2
"THETA",2
"FOLLIGENVS",2
"OFELLICVS/N",2
"EXVRGEO",2
"CRVSTVMERI/N",2
"LAXAMENTVM",2
"SVCCINO",2
"FABARIS/N",2
"COMMVLCEO",2
"CRYPTOPORTICVS",2
"QVANTOPERE/1",2
"FABIANVS/N",2
"COMPAVIO",2
"LVCRETILIS/N",2
"TRAGVS",2
"LECHAEVM/N",2
"SVCTVS",2
"LVCRINVS/A",2
"TEGEA/N",2
"FABVLAMAGO",2
"COMPVLSO",2
"REGLVTINO",2
"TVCCIVS/N",2
"CVBITORIVS",2
"ANTEMNATES/N",2
"CONDECET",2
"LVCTIFICVS",2
"TVTILIVS/N",2
"CONFLVCTVO",2
"REGVLARIS",2
"VATERNVS/N",2
"ANTESCHOLANVS",2
"CONGRESSIO",2
"REIECTO",2
"TELESPHORIO/N",2
"VENVLEIVS/N",2
"QVAVIS",2
"ANTEVOLO",2
"TELON/N",2
"VERVS/N",2
"ANTIATINVS/A",2
"RELENTESCO",2
"VIGESSIS",2
"FENEBRIS",2
"NVCAMENTA",2
"CONSPONDEO",2
"CVLO",2
"OLORIFER",2
"NVDITAS",2
"OLYBRIVS/N",2
"SVGGREDIOR",2
"CENATVRIO",2
"FOSSVRA",2
"SVLCATOR",2
"FALCIDIVS/N",2
"CONVENTICVLVM",2
"CORINTHIENSIS/A",2
"LVPATA",2
"EFFVLCIO",2
"QVIETVS/N",2
"EXPVLSO",2
"CVMERA/1",2
"QVINCTVS/N",2
"NVMIDICVS/A",2
"CREBRITAS",2
"FRATERNITAS",2
"QVINDECIMVIRI",2
"ANYTVS/N",2
"CONTRACTABILIS",2
"NVMMVLARIOLVS",2
"OMPHALE/N",2
"QVINGENTIES",2
"SVMMATIM",2
"AP/N",2
"CRVSTO",2
"NAVICVLOR",2
"FREDERICVS/N",2
"APERTVM",2
"CONTREMESCO",2
"ONYCHIVS/N",2
"QVINQVEVIR",2
"CVRITO",2
"REMVS/A",2
"PERODI",2
"LESBOVS/A",2
"CYPRIVS/N",2
"TEPEFACTO",2
"CVPIENNIVS",2
"LABRVSCA",2
"DEBILITATIO",2
"RHENO",2
"TEREBINTHVS",2
"FRIGIDARIVS",2
"LEVCATE/N",2
"APOLLODORVS/N",2
"DEFLAMMO",2
"EVRYMACHVS/N",2
"FRIGIDVS/N",2
"APONIVS/N",2
"LACERNATVS",2
"DELECTVS",2
"REPARCO",2
"ALTINVS/N",2
"TERGILLVS/N",2
"CONDOCTOR",2
"OARION/N",2
"DEMVSSO",2
"ALTIVOLANS",2
"TERMINALIA/N",2
"QVOMAIOR…EOPLVS",2
"SVPERIMMINEO",2
"OBROGO",2
"DEPILIS",2
"FLVXVS/1",2
"FRONTISPICIVM",2
"SVPERLINIO",2
"APENNINICOLA/N",2
"FAVSTITAS",2
"OBBRVTESCO",2
"APPIANVS/N",2
"LACTEOLVS",2
"AMANDO/2",2
"APPLORO",2
"IRRISOR",2
"CYCLICVS",2
"SVPERVEHOR",2
"DINVMERATIO",2
"AMARYNCIDES/N",2
"TERRITORIVM",2
"LONGANIMIS",2
"CYCONIA",2
"LIBERATIO",2
"COOPTATIO",2
"DISQVISITIO",2
"AMASIVS",2
"NVGATORIVS",2
"OPTATA/N",2
"APRONIVS/N",2
"COPTOPLACENTA",2
"FELIX/N1",2
"LAENATIS/N",2
"RESFRVMENTARIA",2
"CYLLENEVS/A",2
"SVPPOSITIO",2
"OBLIGATVS",2
"EGRESSIO",2
"LIBO/N",2
"AQVATIO",2
"CORA/N",2
"RESARCIO",2
"TESTVM",2
"AQVILINVS",2
"LAEVA/2",2
"EXCITATVS",2
"FERENTINA/N",2
"LAGANVM",2
"ENERVVS",2
"FESSVLVS",2
"TEVCRIA/N",2
"LIBYSTINVS/N",2
"RAETVS/A",2
"EXCVBITVS",2
"TEVTONES/N",2
"RAMNES/N",2
"ARADVS/N",2
"CORNEOLVS",2
"ADOLESCENTVLA",2
"ARANEVS/2",2
"AEGIENSIS/A",2
"CYTAEIS/N",2
"EXEMPLARIVM",2
"CYTHEREVS/A",2
"RAPIDITAS",2
"ARBITRA",2
"EXERCITIVM",2
"THALIARCHVS/N",2
"AGGERATIM",2
"LIGAMENTVM",2
"CORONIS",2
"LAMYRVS/N",2
"THAMYRVS/N",2
"PAPHIE/N",2
"ALLVCTOR",2
"AVRICILLA",2
"PARAZONIVM",2
"RESVSCITATOR",2
"ALTHAEA/N",2
"PATERNVS/N",2
"SYLVIA/N",2
"PERVSIA/N",2
"ARCHIPPVS/N",2
"CORRVPTIO",2
"FESTVCVLA/2",2
"AMONE/N",2
"THEMILLAS/N",2
"PETERIS/N",2
"CORSICVS/N",2
"LANISTICIVS",2
"AMPHIBIVS",2
"EXLEX",2
"ANNVTO",2
"RAVENNA/N",2
"PHILETVS/N",2
"ARCVATIM",2
"OBSTREPITO",2
"AMPHISTOMVS",2
"EXOPINISSO",2
"RED",2
"PHILOSTRATVS/N",2
"RETRANSMITTO",2
"THEOPOMPVS/N",2
"ANTESIGNANVS/1",2
"LINDISFARNENSIS/A",2
"PINGVIARIVS",2
"FICVLNVS",2
"RETROVERSVS",2
"REPROMITTO",2
"AREFACIO",2
"LAPATHVS",2
"LINGONICVS/A",2
"EXPALLIDVS",2
"ARCESSITOR",2
"OSCILLVM/1",2
"POPPYSMA",2
"ARETALOGVS",2
"COSSVTIANVS/N",2
"FIDVS/N",2
"CONFVLCIO",2
"ARIVS/N",2
"FILATIM",2
"AMVSSIS",2
"CONFVTVO",2
"ARTICVLARIVS",2
"LIPARAEVS/A",2
"PTISANA",2
"MVLCTRARIVM",2
"ADIANVAM",2
"AEQVIPEDVS",2
"ZEPHYRITIS/N",2
"AGATHYRSI/N",2
"INNVMERALIS",2
"AESAR/N",2
"DOROTHEVS/N",2
"CALPETANVS/N",2
"ANCILLOR",2
"AGELAVS/N",2
"EPHIPPIATVS",2
"AMYTHAEON/N",2
"ARISTOCLES/N",2
"ADIATREPSIA/G",2
"EPHYREIAS/A",2
"BITVMINEVS",2
"PVTRIDVS",2
"BEATITAS",2
"EPIDAMNVS/N",2
"CIRCVMVERTO",2
"PRODIGENTIA",2
"CORINTHIACVS/A",2
"PYLAEVS/N",2
"CATAPLVS",2
"CONSERVATRIX",2
"NISIBIS/N",2
"SV/G",2
"MVLTISONORVS",2
"DISCEPTATIO",2
"DRYMO/N",2
"PYRACMON/N",2
"CONVINCIO",2
"FLORILEGVS",2
"DVBIETAS",2
"CERRINIVS/N",2
"DISPARILITAS",2
"INIVSTITIA",2
"COLEPIVM",2
"INCALFACIO",2
"CHAERESTRATVS/N",2
"EMEDVLLO",2
"PROFANO/2",2
"INSOLIDVS",2
"DVCENIVS/N",2
"CHERSOS",2
"EXCANDESCENTIA",2
"ISIDORVS/N",2
"NOBILIOR/N",2
"RESTAVRO",2
"LEVCOSIA/N",2
"CHIA/N",2
"CHRESTINA/N",2
"FICTIO",2
"ISOCRATES/N",2
"EQVILE",2
"ADHERBAL/N",2
"CHIRAMAXIVM",2
"PYXIDATVS",2
"CISTELLA",2
"ILLAEDO",2
"NOCTILVCA/N",2
"PROFICVVS",2
"CONSVETVDINARIVS",2
"COLLINO",2
"NOVATRIX",2
"INABSOLVTVS",2
"MVNIFICO",2
"PALLANTIS/N",2
"INDOCILITAS",2
"PENATIGER",2
"INNOMINABILIS",2
"ITALIS/A",2
"NOLA/N",2
"ERETVM/N",2
"DVPLICITER",2
"INVALENTIA",2
"ITERATIO",2
"AMERICVS/N",2
"ERICHAETES/N",2
"CHRYSANTHVS/N",2
"DVRATEVS",2
"CORESVS/N",2
"IRRESOLVBILIS",2
"PROGRESSIO",2
"BEIANVS/N",2
"ERINDES/N",2
"LIEN",2
"NONDECETPATREMDESPONDEREFILIAM",2
"PROIECTVS/1",2
"TRACHAS/N",2
"ADMATVRO",2
"CRITO/N",2
"MEDIOXIMVS",2
"MYRREVS",2
"ADMINISTRA",2
"CHTHONIVS/N",2
"DYONIDES/N",2
"OPTIOR",2
"PROLVDIVM",2
"CYTHEREIAS/A",2
"CYPARISSVS/N",2
"PROMACHVS/N",2
"MALABARIS/N",2
"ERVDITVLVS",2
"GRAVIDVS/N",2
"ADMODVLOR",2
"PLACENTIA",2
"MANDARINVS/A",2
"INSPECTOR",2
"MVSEVS/A",2
"PSOLEOS",2
"HOMEREVS/A",2
"ADMVRMVRATIO",2
"SERVATRIX",2
"PROMOLVS/N",2
"ERYTHIA/N",2
"PRAELARGVS",2
"EXCREO",2
"ISMENE/N",2
"SOCOTORA/N",2
"C/L",2
"SVFFRAGATOR",2
"PROMVLSIS",2
"VASCVS/N",2
"INSTILLO",2
"FVCOSVS",2
"EAMVNDVS",2
"ENTEROCELICVS",2
"THARGELION/N",2
"ABDERITANVS/A",2
"COMITIVM/2",2
"PRAENATO",2
"P/L",2
"EVCLIDES/N",2
"VLTRAMVNDANVS",2
"ADVENTORIVS",2
"IVNCEVS",2
"FABVLLINVS/N",2
"ADHAESIO",2
"HOSTERIA",2
"MYGDONIDES/N",2
"PRAENVNTIO",2
"TRANSMIGRO",2
"FICETVM",2
"ALLVVIO",2
"AGATHINVS/N",2
"DVITAS",2
"FVFICVLENVS/N",2
"APARCTIAS",2
"FAMENOTH/N",2
"BRASMATIAE",2
"PROPEXVS",2
"EV",2
"EFFREM/N",2
"EBVSVS/N",2
"CATAEGIS",2
"PROPIN",2
"ANNIANVS/N",2
"MYSTES/N",2
"ORPHANVS",2
"CIRCINVS",2
"GELASINVS",2
"CIRCVMERRO",2
"IVSTVS/N",2
"EVENVS/N",2
"INTEGELLVS",2
"NAAMAN/N",2
"PRAERADIO",2
